feature value,n_samples,precision,recall,fbeta
 Assoc-voc,301,0.6811594202898551,0.573170731707317,0.6225165562913908
 9th,92,1.0,0.2,0.33333333333333337
 7th-8th,144,1.0,0.5,0.6666666666666666
 Prof-school,134,0.8532110091743119,0.9587628865979382,0.9029126213592232
 Doctorate,69,0.7962962962962963,0.9148936170212766,0.8514851485148516
 1st-4th,34,1.0,1.0,1.0
 5th-6th,81,1.0,0.25,0.4
 Preschool,4,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Married-civ-spouse,2994,0.7272727272727273,0.6775631500742942,0.7015384615384616
 Never-married,2191,0.7777777777777778,0.4268292682926829,0.5511811023622046
 Divorced,836,0.782608695652174,0.4,0.5294117647058824
 Widowed,210,1.0,0.2,0.33333333333333337
 Married-spouse-absent,89,1.0,0.45454545454545453,0.625
 Separated,189,1.0,0.3333333333333333,0.5
 Married-AF-spouse,4,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Craft-repair,798,0.6015037593984962,0.45454545454545453,0.517799352750809
 Adm-clerical,752,0.6463414634146342,0.5353535353535354,0.5856353591160222
 Farming-fishing,200,1.0,0.48,0.6486486486486487
 Exec-managerial,828,0.7783132530120482,0.8177215189873418,0.7975308641975308
 Sales,759,0.7359550561797753,0.6179245283018868,0.6717948717948717
 Machine-op-inspct,386,0.6363636363636364,0.3181818181818182,0.4242424242424242
 Other-service,658,1.0,0.1388888888888889,0.24390243902439027
 Prof-specialty,838,0.7942857142857143,0.7679558011049724,0.7808988764044943
 Protective-serv,151,0.5625,0.675,0.6136363636363636
 ?,363,0.6071428571428571,0.5,0.5483870967741935
 Tech-support,175,0.6346153846153846,0.7333333333333333,0.6804123711340205
 Transport-moving,315,0.6538461538461539,0.24285714285714285,0.35416666666666663
 Handlers-cleaners,262,0.8571428571428571,0.25,0.3870967741935483
 Priv-house-serv,28,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Husband,2636,0.7233661593554163,0.6859083191850595,0.7041394335511983
 Not-in-family,1619,0.7954545454545454,0.42424242424242425,0.5533596837944663
 Own-child,1047,1.0,0.3333333333333333,0.5
 Unmarried,677,0.8181818181818182,0.23684210526315788,0.3673469387755102
 Wife,317,0.75,0.6265822784810127,0.6827586206896552
 Other-relative,217,1.0,0.625,0.7692307692307693
feature value,n_samples,precision,recall,fbeta
 White,5546,0.7343113284433578,0.6435714285714286,0.6859535591929957
 Black,620,0.7586206896551724,0.5238095238095238,0.6197183098591549
 Amer-Indian-Eskimo,74,0.625,0.5555555555555556,0.5882352941176471
 Other,50,1.0,0.8,0.888888888888889
 Asian-Pac-Islander,223,0.6885245901639344,0.65625,0.672
feature value,n_samples,precision,recall,fbeta
 Male,4363,0.7284157585917854,0.6618431073876618,0.693535514764565
 Female,2150,0.7696969696969697,0.5100401606425703,0.6135265700483091
feature value,n_samples,precision,recall,fbeta
 United-States,5832,0.7361668003207699,0.6383866481223922,0.6837988826815642
 ?,110,0.8095238095238095,0.6071428571428571,0.6938775510204083
 Mexico,136,1.0,0.3333333333333333,0.5
 Dominican-Republic,18,0.0,0.0,0.0
 Cuba,28,0.5,0.75,0.6
 Guatemala,13,1.0,1.0,1.0
 England,19,0.8333333333333334,0.8333333333333334,0.8333333333333334
 South,19,1.0,0.75,0.8571428571428571
 France,10,0.6666666666666666,0.6666666666666666,0.6666666666666666
 Philippines,48,0.5,0.5454545454545454,0.5217391304347826
 Italy,18,1.0,0.5714285714285714,0.7272727272727273
 Jamaica,19,1.0,1.0,1.0
 El-Salvador,12,1.0,1.0,1.0
 Poland,8,0.5,1.0,0.6666666666666666
 Trinadad&Tobago,3,0.0,0.0,0.0
 Taiwan,17,0.75,1.0,0.8571428571428571
 Germany,31,0.75,0.42857142857142855,0.5454545454545454
 Vietnam,8,0.0,0.0,0.0
 Ireland,5,1.0,1.0,1.0
 Nicaragua,7,0.0,0.0,0.0
 Scotland,4,1.0,1.0,1.0
 Ecuador,4,0.0,0.0,0.0
 China,14,0.75,1.0,0.8571428571428571
 Portugal,7,0.0,0.0,0.0
 Haiti,7,0.0,0.0,0.0
 Canada,14,0.6666666666666666,0.6666666666666666,0.6666666666666666
 Puerto-Rico,19,0.5,1.0,0.6666666666666666
 Thailand,3,1.0,0.5,0.6666666666666666
 India,23,0.5555555555555556,0.5555555555555556,0.5555555555555556
 Greece,7,0.5,0.5,0.5
 Columbia,8,0.0,0.0,0.0
 Japan,8,1.0,0.5,0.6666666666666666
 Cambodia,3,1.0,0.5,0.6666666666666666
 Peru,5,0.0,0.0,0.0
 Yugoslavia,4,0.0,0.0,0.0
 Laos,5,0.0,0.0,0.0
 Honduras,4,0.0,0.0,0.0
 Hong,4,1.0,1.0,1.0
 Iran,6,0.6666666666666666,1.0,0.8
 Outlying-US(Guam-USVI-etc),3,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Private,4535,0.7161676646706587,0.6190476190476191,0.6640755136035535
 Local-gov,410,0.6869565217391305,0.632,0.6583333333333332
 Federal-gov,196,0.6805555555555556,0.7205882352941176,0.7000000000000001
 Self-emp-not-inc,521,0.71875,0.45695364238410596,0.5587044534412956
 ?,348,0.6428571428571429,0.5294117647058824,0.5806451612903226
 Self-emp-inc,234,0.7426470588235294,0.7829457364341085,0.7622641509433962
 State-gov,267,0.7846153846153846,0.6296296296296297,0.6986301369863014
 Without-pay,1,0.0,0.0,0.0
 Never-worked,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 HS-grad,2143,0.584,0.4124293785310734,0.4834437086092715
 Masters,332,0.8497409326424871,0.8282828282828283,0.8388746803069055
 11th,233,0.5,0.25,0.3333333333333333
 Bachelors,1021,0.735632183908046,0.7619047619047619,0.7485380116959063
 Prof-school,103,0.8607594936708861,0.8947368421052632,0.8774193548387097
 Some-college,1504,0.6666666666666666,0.4626334519572954,0.546218487394958
 Preschool,13,0.0,0.0,0.0
 Doctorate,83,0.8695652173913043,0.8823529411764706,0.8759124087591241
 7th-8th,123,0.6666666666666666,0.2222222222222222,0.3333333333333333
 Assoc-acdm,186,0.65,0.5306122448979592,0.5842696629213483
 10th,183,0.5,0.3333333333333333,0.4
 9th,116,0.0,0.0,0.0
 Assoc-voc,288,0.5882352941176471,0.6451612903225806,0.6153846153846154
 12th,77,1.0,0.4,0.5714285714285715
 5th-6th,77,1.0,0.25,0.4
 1st-4th,31,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Never-married,2093,0.8245614035087719,0.47959183673469385,0.6064516129032258
 Divorced,872,0.7631578947368421,0.2871287128712871,0.41726618705035967
 Married-civ-spouse,3040,0.7074939564867043,0.66565579984837,0.6859375
 Married-spouse-absent,77,1.0,0.2,0.33333333333333337
 Separated,213,1.0,0.4117647058823529,0.5833333333333334
 Widowed,213,1.0,0.18181818181818182,0.3076923076923077
 Married-AF-spouse,5,1.0,0.3333333333333333,0.5
feature value,n_samples,precision,recall,fbeta
 Craft-repair,855,0.6148148148148148,0.4368421052631579,0.5107692307692308
 Prof-specialty,783,0.7726027397260274,0.7833333333333333,0.7779310344827587
 Transport-moving,342,0.59375,0.2638888888888889,0.3653846153846154
 Handlers-cleaners,277,1.0,0.08333333333333333,0.15384615384615385
 Exec-managerial,854,0.7573529411764706,0.7686567164179104,0.7629629629629631
 Other-service,622,0.5714285714285714,0.16,0.25
 Machine-op-inspct,402,0.6666666666666666,0.391304347826087,0.4931506849315068
 Adm-clerical,737,0.56,0.45161290322580644,0.5
 ?,349,0.6428571428571429,0.5294117647058824,0.5806451612903226
 Sales,742,0.7,0.6263157894736842,0.6611111111111111
 Farming-fishing,199,0.7333333333333333,0.3793103448275862,0.5
 Tech-support,180,0.8,0.6037735849056604,0.6881720430107526
 Protective-serv,136,0.6046511627906976,0.5531914893617021,0.5777777777777778
 Priv-house-serv,34,0.0,0.0,0.0
 Armed-Forces,1,1.0,1.0,1.0
feature value,n_samples,precision,recall,fbeta
 Not-in-family,1625,0.8170731707317073,0.37640449438202245,0.5153846153846153
 Own-child,969,0.8,0.4444444444444444,0.5714285714285714
 Other-relative,190,1.0,0.5,0.6666666666666666
 Unmarried,724,0.8333333333333334,0.3125,0.45454545454545453
 Husband,2687,0.7133699633699634,0.6641091219096334,0.6878587196467991
 Wife,318,0.6621621621621622,0.6901408450704225,0.6758620689655171
feature value,n_samples,precision,recall,fbeta
 White,5577,0.7188006482982172,0.6299715909090909,0.6714610143830433
 Black,621,0.7333333333333333,0.5057471264367817,0.598639455782313
 Other,59,1.0,0.3333333333333333,0.5
 Asian-Pac-Islander,197,0.6956521739130435,0.64,0.6666666666666666
 Amer-Indian-Eskimo,59,0.16666666666666666,0.16666666666666666,0.16666666666666666
feature value,n_samples,precision,recall,fbeta
 Male,4345,0.7191011235955056,0.6336633663366337,0.6736842105263158
 Female,2168,0.7,0.5518672199170125,0.617169373549884
feature value,n_samples,precision,recall,fbeta
 United-States,5833,0.7261712439418416,0.6243055555555556,0.671396564600448
 Puerto-Rico,22,1.0,1.0,1.0
 Mexico,146,0.25,0.3333333333333333,0.28571428571428575
 ?,118,0.5357142857142857,0.6,0.5660377358490566
 Portugal,7,0.0,0.0,0.0
 El-Salvador,22,0.75,0.75,0.75
 Germany,28,0.5,0.1111111111111111,0.1818181818181818
 Trinadad&Tobago,3,0.0,0.0,0.0
 Peru,9,0.0,0.0,0.0
 Taiwan,9,0.5,0.6666666666666666,0.5714285714285715
 India,19,0.5,0.7142857142857143,0.588235294117647
 Guatemala,9,0.0,0.0,0.0
 Philippines,37,0.9,0.6428571428571429,0.75
 Canada,24,0.7142857142857143,0.625,0.6666666666666666
 Haiti,6,0.0,0.0,0.0
 Greece,5,1.0,0.5,0.6666666666666666
 Dominican-Republic,18,0.0,0.0,0.0
 Honduras,3,0.0,0.0,0.0
 South,14,0.0,0.0,0.0
 England,14,0.25,0.25,0.25
 China,14,0.4,1.0,0.5714285714285715
 Yugoslavia,5,0.0,0.0,0.0
 France,8,1.0,1.0,1.0
 Columbia,9,0.0,0.0,0.0
 Poland,10,0.0,0.0,0.0
 Vietnam,16,1.0,1.0,1.0
 Jamaica,16,1.0,1.0,1.0
 Scotland,5,0.0,0.0,0.0
 Italy,14,0.6666666666666666,0.6666666666666666,0.6666666666666666
 Japan,13,0.75,0.6,0.6666666666666665
 Cuba,16,0.5,0.5,0.5
 Iran,10,0.8333333333333334,0.8333333333333334,0.8333333333333334
 Ecuador,6,1.0,0.5,0.6666666666666666
 Hungary,3,0.0,0.0,0.0
 Laos,3,0.0,0.0,0.0
 Nicaragua,6,0.0,0.0,0.0
 Ireland,4,0.0,0.0,0.0
 Thailand,4,1.0,1.0,1.0
 Holand-Netherlands,1,0.0,0.0,0.0
 Hong,3,1.0,1.0,1.0
 Cambodia,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Private,4579,0.7144522144522144,0.6242362525458248,0.6663043478260869
 Self-emp-not-inc,542,0.6695652173913044,0.5273972602739726,0.5900383141762452
 Federal-gov,192,0.7213114754098361,0.5866666666666667,0.6470588235294118
 Local-gov,421,0.6788990825688074,0.5826771653543307,0.6271186440677966
 ?,345,0.6153846153846154,0.4,0.4848484848484849
 Self-emp-inc,193,0.8290598290598291,0.8083333333333333,0.818565400843882
 State-gov,239,0.6842105263157895,0.639344262295082,0.6610169491525425
 Without-pay,2,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Some-college,1440,0.675392670157068,0.46236559139784944,0.5489361702127659
 HS-grad,2101,0.6118721461187214,0.3952802359882006,0.4802867383512544
 11th,252,0.8333333333333334,0.625,0.7142857142857143
 Masters,341,0.7562189054726368,0.8085106382978723,0.781491002570694
 Assoc-voc,303,0.6923076923076923,0.6081081081081081,0.6474820143884892
 Bachelors,1083,0.7339449541284404,0.7407407407407407,0.7373271889400922
 Prof-school,120,0.81,0.9101123595505618,0.8571428571428572
 Assoc-acdm,195,0.7254901960784313,0.7254901960784313,0.7254901960784313
 7th-8th,129,0.5,0.1,0.16666666666666669
 9th,101,0.0,0.0,0.0
 10th,172,1.0,0.3,0.4615384615384615
 Preschool,12,0.0,0.0,0.0
 Doctorate,85,0.7761194029850746,0.8813559322033898,0.8253968253968255
 12th,80,1.0,0.14285714285714285,0.25
 5th-6th,62,0.0,0.0,0.0
 1st-4th,37,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Married-civ-spouse,2956,0.7094430992736077,0.6766743648960739,0.6926713947990544
 Never-married,2154,0.8163265306122449,0.3669724770642202,0.5063291139240507
 Divorced,884,0.7027027027027027,0.2708333333333333,0.39097744360902253
 Married-spouse-absent,94,0.5,0.3333333333333333,0.4
 Widowed,211,1.0,0.3181818181818182,0.4827586206896552
 Separated,210,0.8571428571428571,0.35294117647058826,0.5
 Married-AF-spouse,4,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Exec-managerial,810,0.7763157894736842,0.7301980198019802,0.7525510204081634
 Other-service,678,0.9,0.3103448275862069,0.4615384615384615
 Handlers-cleaners,280,0.6,0.1875,0.2857142857142857
 Sales,698,0.6705202312138728,0.651685393258427,0.6609686609686609
 Prof-specialty,838,0.7585301837270341,0.7686170212765957,0.7635402906208717
 Protective-serv,122,0.5161290322580645,0.5,0.5079365079365079
 Farming-fishing,175,0.7692307692307693,0.4166666666666667,0.5405405405405406
 ?,345,0.6153846153846154,0.4,0.4848484848484849
 Craft-repair,817,0.5671641791044776,0.49032258064516127,0.5259515570934256
 Tech-support,205,0.7547169811320755,0.7017543859649122,0.7272727272727273
 Transport-moving,347,0.625,0.3246753246753247,0.42735042735042733
 Machine-op-inspct,404,0.5217391304347826,0.27906976744186046,0.36363636363636365
 Adm-clerical,771,0.7162162162162162,0.44166666666666665,0.5463917525773196
 Priv-house-serv,22,0.0,0.0,0.0
 Armed-Forces,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Wife,314,0.7034482758620689,0.6666666666666666,0.6845637583892616
 Own-child,1044,0.875,0.6363636363636364,0.7368421052631579
 Husband,2594,0.710091743119266,0.6777583187390543,0.6935483870967742
 Other-relative,205,0.6666666666666666,0.25,0.36363636363636365
 Unmarried,694,0.6875,0.2391304347826087,0.3548387096774194
 Not-in-family,1662,0.7901234567901234,0.33507853403141363,0.4705882352941177
feature value,n_samples,precision,recall,fbeta
 White,5536,0.7122186495176849,0.6319543509272468,0.6696900982615269
 Black,631,0.6739130434782609,0.4305555555555556,0.5254237288135593
 Asian-Pac-Islander,228,0.8,0.5901639344262295,0.6792452830188679
 Amer-Indian-Eskimo,59,1.0,0.625,0.7692307692307693
 Other,59,0.6666666666666666,0.25,0.36363636363636365
feature value,n_samples,precision,recall,fbeta
 Female,2183,0.7150837988826816,0.5289256198347108,0.6080760095011876
 Male,4330,0.7147766323024055,0.6355996944232238,0.6728669632025879
feature value,n_samples,precision,recall,fbeta
 United-States,5820,0.7126715092816788,0.6253541076487252,0.6661637118068653
 ?,113,0.6923076923076923,0.5294117647058824,0.5999999999999999
 China,19,1.0,0.8571428571428571,0.923076923076923
 England,14,0.3333333333333333,0.2,0.25
 Germany,22,1.0,0.2857142857142857,0.4444444444444445
 Mexico,131,0.5,0.125,0.2
 France,5,1.0,1.0,1.0
 Japan,13,0.6666666666666666,0.4,0.5
 Puerto-Rico,30,0.25,1.0,0.4
 India,22,0.75,0.5454545454545454,0.631578947368421
 Philippines,43,0.7142857142857143,0.5555555555555556,0.6250000000000001
 Canada,24,0.7142857142857143,0.5555555555555556,0.6250000000000001
 Laos,3,0.0,0.0,0.0
 Columbia,17,0.0,0.0,0.0
 Italy,14,1.0,0.6666666666666666,0.8
 Hong,2,1.0,1.0,1.0
 El-Salvador,24,1.0,1.0,1.0
 Ecuador,5,1.0,1.0,1.0
 Outlying-US(Guam-USVI-etc),4,0.0,0.0,0.0
 Haiti,13,1.0,1.0,1.0
 Dominican-Republic,18,0.0,0.0,0.0
 Iran,8,1.0,0.6,0.7499999999999999
 Taiwan,10,1.0,0.8,0.888888888888889
 South,22,0.6,0.75,0.6666666666666665
 Cuba,22,0.75,1.0,0.8571428571428571
 Jamaica,12,0.0,0.0,0.0
 Vietnam,11,0.0,0.0,0.0
 Guatemala,10,0.0,0.0,0.0
 Honduras,2,0.0,0.0,0.0
 Cambodia,5,0.0,0.0,0.0
 Nicaragua,10,0.0,0.0,0.0
 Scotland,3,0.0,0.0,0.0
 Poland,10,1.0,0.5,0.6666666666666666
 Ireland,6,1.0,0.5,0.6666666666666666
 Greece,4,1.0,0.5,0.6666666666666666
 Peru,4,0.0,0.0,0.0
 Portugal,4,0.0,0.0,0.0
 Thailand,4,0.0,0.0,0.0
 Hungary,3,1.0,1.0,1.0
 Yugoslavia,3,0.0,0.0,0.0
 Holand-Netherlands,1,0.0,0.0,0.0
 Trinadad&Tobago,3,1.0,1.0,1.0
feature value,n_samples,precision,recall,fbeta
 Private,4575,0.7142857142857143,0.6101190476190477,0.6581059390048155
 Federal-gov,191,0.6666666666666666,0.7419354838709677,0.7022900763358778
 State-gov,256,0.7567567567567568,0.7368421052631579,0.7466666666666667
 Local-gov,450,0.7524752475247525,0.6333333333333333,0.6877828054298643
 Self-emp-not-inc,504,0.6559139784946236,0.46564885496183206,0.5446428571428571
 Self-emp-inc,204,0.7706422018348624,0.7636363636363637,0.767123287671233
 ?,329,0.5,0.25806451612903225,0.3404255319148936
 Without-pay,3,0.0,0.0,0.0
 Never-worked,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 HS-grad,2097,0.6042553191489362,0.4139941690962099,0.49134948096885805
 Some-college,1452,0.6421052631578947,0.46564885496183206,0.5398230088495575
 Masters,341,0.8181818181818182,0.8360655737704918,0.8270270270270271
 Bachelors,1110,0.7317073170731707,0.7603686635944701,0.7457627118644068
 5th-6th,71,1.0,0.5,0.6666666666666666
 Doctorate,76,0.8392857142857143,0.9038461538461539,0.8703703703703703
 11th,240,1.0,0.375,0.5454545454545454
 Assoc-voc,278,0.6481481481481481,0.44871794871794873,0.5303030303030304
 Assoc-acdm,208,0.68,0.5573770491803278,0.6126126126126127
 10th,181,0.6,0.23076923076923078,0.33333333333333337
 9th,97,0.5,0.25,0.3333333333333333
 Prof-school,111,0.8433734939759037,0.9459459459459459,0.8917197452229301
 12th,82,1.0,0.2,0.33333333333333337
 7th-8th,131,0.5,0.09090909090909091,0.15384615384615385
 Preschool,12,0.0,0.0,0.0
 1st-4th,26,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Never-married,2121,0.8235294117647058,0.45161290322580644,0.5833333333333333
 Married-civ-spouse,3011,0.7112561174551386,0.6586102719033232,0.6839215686274509
 Divorced,897,0.7105263157894737,0.28125,0.40298507462686567
 Married-spouse-absent,77,1.0,0.2,0.33333333333333337
 Separated,216,0.75,0.3,0.4285714285714285
 Widowed,187,0.5,0.1111111111111111,0.1818181818181818
 Married-AF-spouse,4,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Adm-clerical,739,0.5164835164835165,0.5802469135802469,0.5465116279069768
 Other-service,658,0.75,0.20689655172413793,0.32432432432432434
 Prof-specialty,861,0.7722222222222223,0.7787114845938375,0.7754532775453278
 Sales,769,0.671875,0.6,0.6339066339066339
 Craft-repair,807,0.6050420168067226,0.4186046511627907,0.4948453608247423
 Transport-moving,310,0.7272727272727273,0.35294117647058826,0.4752475247524753
 Machine-op-inspct,410,0.7368421052631579,0.3835616438356164,0.5045045045045046
 Handlers-cleaners,276,0.8,0.16666666666666666,0.27586206896551724
 Tech-support,188,0.6415094339622641,0.68,0.6601941747572816
 Exec-managerial,800,0.7874659400544959,0.7768817204301075,0.7821380243572394
 ?,330,0.5,0.25806451612903225,0.3404255319148936
 Protective-serv,135,0.6666666666666666,0.42105263157894735,0.5161290322580646
 Farming-fishing,199,0.625,0.37037037037037035,0.4651162790697674
 Priv-house-serv,30,0.0,0.0,0.0
 Armed-Forces,1,1.0,1.0,1.0
feature value,n_samples,precision,recall,fbeta
 Not-in-family,1660,0.7564102564102564,0.37579617834394907,0.502127659574468
 Wife,325,0.68,0.6623376623376623,0.6710526315789473
 Own-child,1019,1.0,0.2,0.33333333333333337
 Husband,2642,0.7150837988826816,0.6597938144329897,0.6863270777479893
 Unmarried,665,0.8,0.3157894736842105,0.45283018867924535
 Other-relative,202,0.6666666666666666,0.2,0.30769230769230765
feature value,n_samples,precision,recall,fbeta
 White,5522,0.7146443514644352,0.6161616161616161,0.6617590081363812
 Black,673,0.7567567567567568,0.5894736842105263,0.6627218934911243
 Amer-Indian-Eskimo,61,0.5,0.5,0.5
 Asian-Pac-Islander,206,0.6808510638297872,0.6666666666666666,0.6736842105263158
 Other,51,0.6666666666666666,0.4,0.5
feature value,n_samples,precision,recall,fbeta
 Female,2169,0.6888888888888889,0.5560538116591929,0.6153846153846154
 Male,4344,0.7191601049868767,0.6250950570342205,0.6688364524003254
feature value,n_samples,precision,recall,fbeta
 United-States,5820,0.7151162790697675,0.6102055279943303,0.6585086042065009
 Italy,15,1.0,1.0,1.0
 ?,134,0.78125,0.7575757575757576,0.7692307692307692
 Greece,5,0.0,0.0,0.0
 Philippines,39,0.7692307692307693,0.9090909090909091,0.8333333333333333
 Puerto-Rico,15,0.5,0.5,0.5
 India,24,0.5,0.875,0.6363636363636364
 Haiti,8,0.0,0.0,0.0
 South,25,0.5,0.5,0.5
 Dominican-Republic,19,0.0,0.0,0.0
 China,19,0.75,0.75,0.75
 England,16,0.4,0.4,0.4000000000000001
 Cuba,17,0.6666666666666666,0.6666666666666666,0.6666666666666666
 Poland,12,0.5,0.5,0.5
 Vietnam,12,0.0,0.0,0.0
 Peru,6,0.0,0.0,0.0
 Columbia,11,1.0,1.0,1.0
 Germany,33,1.0,0.38461538461538464,0.5555555555555556
 Mexico,123,0.6666666666666666,0.3333333333333333,0.4444444444444444
 Taiwan,12,1.0,0.6666666666666666,0.8
 Cambodia,3,1.0,1.0,1.0
 Ecuador,7,0.0,0.0,0.0
 Holand-Netherlands,1,0.0,0.0,0.0
 El-Salvador,22,1.0,0.5,0.6666666666666666
 Jamaica,15,0.0,0.0,0.0
 Hong,4,1.0,1.0,1.0
 Nicaragua,7,0.0,0.0,0.0
 Ireland,6,1.0,1.0,1.0
 Honduras,1,0.0,0.0,0.0
 Guatemala,14,0.0,0.0,0.0
 Portugal,5,0.0,0.0,0.0
 Japan,8,0.6666666666666666,1.0,0.8
 France,8,0.6666666666666666,1.0,0.8
 Canada,18,0.8,0.5,0.6153846153846154
 Hungary,4,0.0,0.0,0.0
 Laos,1,0.0,0.0,0.0
 Trinadad&Tobago,2,0.0,0.0,0.0
 Scotland,4,1.0,1.0,1.0
 Outlying-US(Guam-USVI-etc),3,0.0,0.0,0.0
 Iran,8,0.5,0.5,0.5
 Thailand,3,1.0,1.0,1.0
 Yugoslavia,4,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Private,4540,0.8035264483627204,0.6194174757281553,0.6995614035087718
 ?,369,0.9047619047619048,0.41304347826086957,0.5671641791044776
 Self-emp-not-inc,509,0.6276595744680851,0.46825396825396826,0.5363636363636364
 State-gov,262,0.6901408450704225,0.7205882352941176,0.7050359712230215
 Federal-gov,175,0.746268656716418,0.7352941176470589,0.7407407407407408
 Local-gov,432,0.7166666666666667,0.6323529411764706,0.671875
 Self-emp-inc,225,0.7878787878787878,0.7761194029850746,0.7819548872180451
 Never-worked,1,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 5th-6th,59,0.0,0.0,0.0
 HS-grad,2045,0.7768595041322314,0.283987915407855,0.41592920353982304
 Assoc-acdm,192,0.6976744186046512,0.6521739130434783,0.6741573033707865
 Bachelors,1135,0.7519230769230769,0.8095238095238095,0.7796610169491526
 10th,188,1.0,0.18181818181818182,0.3076923076923077
 Prof-school,118,0.8426966292134831,0.8426966292134831,0.842696629213483
 Some-college,1453,0.7587939698492462,0.5531135531135531,0.6398305084745762
 11th,262,1.0,0.26666666666666666,0.4210526315789474
 Doctorate,86,0.8382352941176471,0.9047619047619048,0.8702290076335878
 7th-8th,127,1.0,0.2,0.33333333333333337
 Masters,341,0.8085106382978723,0.8042328042328042,0.806366047745358
 Assoc-voc,296,0.7333333333333333,0.5057471264367817,0.598639455782313
 1st-4th,28,0.0,0.0,0.0
 9th,91,0.0,0.0,0.0
 12th,83,1.0,0.4,0.5714285714285715
 Preschool,9,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Married-civ-spouse,3040,0.7644191714053615,0.6898826979472141,0.7252408477842004
 Divorced,826,0.9090909090909091,0.2,0.32786885245901637
 Never-married,2158,0.9722222222222222,0.3181818181818182,0.47945205479452047
 Separated,198,0.8333333333333334,0.29411764705882354,0.4347826086956522
 Widowed,206,1.0,0.18181818181818182,0.3076923076923077
 Married-spouse-absent,79,1.0,0.5,0.6666666666666666
 Married-AF-spouse,6,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Machine-op-inspct,375,0.8666666666666667,0.2826086956521739,0.4262295081967213
 Other-service,651,1.0,0.2,0.33333333333333337
 Craft-repair,826,0.7666666666666667,0.372972972972973,0.5018181818181818
 Tech-support,219,0.734375,0.7121212121212122,0.7230769230769231
 Transport-moving,320,0.9130434782608695,0.3088235294117647,0.46153846153846156
 Exec-managerial,835,0.8055555555555556,0.7780487804878049,0.7915632754342432
 ?,370,0.9047619047619048,0.41304347826086957,0.5671641791044776
 Prof-specialty,839,0.7714285714285715,0.8048780487804879,0.7877984084880636
 Farming-fishing,192,0.7272727272727273,0.36363636363636365,0.4848484848484849
 Handlers-cleaners,252,1.0,0.23809523809523808,0.3846153846153846
 Sales,753,0.7388888888888889,0.6456310679611651,0.6891191709844561
 Armed-Forces,3,1.0,1.0,1.0
 Adm-clerical,721,0.6388888888888888,0.4791666666666667,0.5476190476190476
 Protective-serv,122,0.7096774193548387,0.46808510638297873,0.5641025641025641
 Priv-house-serv,35,0.0,0.0,0.0
feature value,n_samples,precision,recall,fbeta
 Husband,2675,0.7686635944700461,0.6915422885572139,0.7280663465735486
 Not-in-family,1613,0.95,0.3064516129032258,0.4634146341463415
 Unmarried,675,1.0,0.1276595744680851,0.22641509433962262
 Own-child,1035,1.0,0.2,0.33333333333333337
 Other-relative,199,0.75,0.5,0.6
 Wife,316,0.7253521126760564,0.673202614379085,0.6983050847457628
feature value,n_samples,precision,recall,fbeta
 White,5532,0.7771186440677966,0.6337249481686248,0.6981347544727826
 Black,632,0.7833333333333333,0.5053763440860215,0.6143790849673203
 Asian-Pac-Islander,234,0.673469387755102,0.6226415094339622,0.6470588235294118
 Amer-Indian-Eskimo,57,0.8333333333333334,0.5555555555555556,0.6666666666666667
 Other,58,0.75,0.5,0.6
feature value,n_samples,precision,recall,fbeta
 Male,4352,0.7734513274336283,0.6421748714180749,0.7017262143717383
 Female,2161,0.7751479289940828,0.5303643724696356,0.6298076923076923
feature value,n_samples,precision,recall,fbeta
 Mexico,125,1.0,0.4,0.5714285714285715
 United-States,5794,0.7815699658703071,0.6210169491525424,0.6921042689837552
 ?,126,0.7419354838709677,0.71875,0.7301587301587302
 Laos,6,0.0,0.0,0.0
 India,22,0.7142857142857143,0.7142857142857143,0.7142857142857143
 Peru,5,0.0,0.0,0.0
 Philippines,49,0.75,0.6923076923076923,0.7199999999999999
 Japan,12,0.3333333333333333,0.3333333333333333,0.3333333333333333
 Vietnam,13,0.0,0.0,0.0
 Italy,14,1.0,0.4,0.5714285714285715
 Taiwan,13,0.75,1.0,0.8571428571428571
 Haiti,10,0.0,0.0,0.0
 China,20,1.0,1.0,1.0
 South,23,0.5714285714285714,0.5714285714285714,0.5714285714285714
 Ireland,6,0.0,0.0,0.0
 Poland,11,1.0,0.5,0.6666666666666666
